path,ground_truth,free_act,instruct_act
EXP-1 Free/User-2-Jiahe/Task-3/listening-5/output.mp4,视频里的人坐在办公椅上，戴着白色耳机，双手扶着耳机，在聆听音频，身体伴随节奏有轻微晃动。,视频中的人坐在办公桌前的椅子上，戴着白色耳机，双手扶着耳机，似乎在聆听音频（如音乐），并伴随节奏轻微晃动身体，可能在调整耳机或沉浸于音频内容中。,视频中的人戴着白色耳机坐在椅子上，似乎在听音乐，身体随着节奏（或听的内容）有轻微的晃动，一只手搭在耳机上，看起来比较专注于耳机中的内容。
EXP-1 Free/User-2-Jiahe/Task-3/listening-6/output.mp4,视频中的人坐在办公桌前，将一副白色的耳机放在一侧耳朵。,视频里的男子坐在办公桌前，将一副白色的头戴式耳机戴到自己的头上，似乎在调整耳机的位置。,视频中的男子坐在桌前，拿起桌上的白色耳机并戴在头上，随后手托着腮，似乎在专注思考或查看桌上的内容。
EXP-1 Free/User-2-Jiahe/Task-3/listening-7/output.mp4,视频中的人戴着耳机，手持文件夹和笔，他靠站在桌子旁边。,视频中的人戴着耳机，手持一个黄色的写字板（或文件夹）和笔，站在室内（办公/工作室环境），专注地在写字板（或文件夹）上**书写（或记录）**内容。,视频中的人戴着耳机，手持笔记本（或文件夹）与笔，站在办公桌旁，似乎在**记录/阅读内容**，同时身体伴随节奏（因听音乐）有轻微晃动。
EXP-1 Free/User-2-Jiahe/Task-3/listening-8/output.mp4,视频中的人戴着耳机，双手扶着耳机，在室内来回踱步，似乎在聆听音频时移动。,视频里的人戴着耳机，双手扶着耳机，在室内来回踱步、转圈，似乎在调整耳机或聆听音频，持续在房间内移动。,视频中的人戴着耳机，双手扶着耳机，在室内（类似办公室的环境）里来回踱步，绕着椅子和桌子附近走动，似乎在听音乐或调整耳机。
EXP-1 Free/User-2-Jiahe/Task-3/listening-9/output.mp4,视频中的人戴着耳机，在房间内来回走动，过程中双手始终扶着耳机，似乎在聆听音频内容并伴随音乐节奏移动。,视频中的人戴着耳机，在室内（类似办公室/工作室的环境）来回踱步、转圈，似乎在听音乐并伴随节奏移动身体，双手始终扶着耳机。,视频里的人戴着耳机，在室内（类似办公室的环境）中来回踱步、转圈（绕着椅子等家具走动），双手始终扶着耳机，似乎沉浸在音频内容（如听音乐）中，通过走动、转圈的动作表现出对音频的投入或随节奏移动的状态。
EXP-1 Free/User-2-Jiahe/Task-3/listening-10/output.mp4,视频里的人戴着耳机，双手扶着耳机，身体随着节奏摇摆。,视频里的人戴着耳机，身体左右摇摆，似乎在随着音乐节奏晃动（或跳舞），可能是在听音乐并沉浸于其中的律动中。,视频中的人戴着耳机，随着节奏左右摇晃身体（似在听音乐并律动）；随后他摘下耳机，将其放置在桌上，面带笑容。
EXP-1 Free/User-2-Jiahe/Task-3/listening-11/output.mp4,视频中的人坐在办公桌前的椅子上，双手扶着头上的耳机，头部向后仰，身体伴随头部后仰、轻微前倾等动作。,视频里的人坐在办公桌旁的椅子上，戴着白色耳机，双手扶着耳机，身体后仰并小幅调整姿态，似乎在调整耳机位置或放松颈部。,视频里的人坐在办公桌前的椅子上，戴着白色耳机，双手扶着耳机，**头部反复向前（或向下）低垂后又抬起**，似乎在随着节奏晃动头部（或类似摇头、点头的动作，可能是听音乐时的律动，或因疲惫等原因的头部晃动）。
EXP-1 Free/User-2-Jiahe/Task-3/listening-12/output.mp4,视频中的人坐在办公桌前的椅子上，拿起桌上的白色头戴式耳机，将其戴在头上。,视频里的人坐在办公桌前，拿起桌上的白色耳机，将其戴在头上并进行调整，似乎准备使用耳机。,视频里的男生坐在办公桌前，戴上白色耳机，随后将手放置在桌面上，似乎准备进行相关操作（如使用电脑等）。
EXP-1 Free/User-2-Jiahe/Task-4/phone-1/output.mp4,视频中的人坐在办公桌前，先在笔记本上书写，随后拿起手机，将手机贴近耳边，似乎在进行通话。,视频中的人坐在办公桌前，先在笔记本上书写，之后拿起手机并将其放在耳边，似乎在接听电话或聆听语音内容。,视频中，一位穿着白色短袖的人员坐在办公桌前的椅子上，专注于**在黄色纸张（或笔记本）上书写**；中途他短暂拿起一个物品（疑似手机）查看后，又继续低头书写。旁边还有另一位人员在使用电脑。
EXP-1 Free/User-2-Jiahe/Task-4/phone-2/output.mp4,视频里的人坐在办公桌前，手持一本黄色笔记本，随后拿起手机并将其贴在耳边，通话过程中还看着手中的笔记本。,视频中的人坐在办公桌前，手持一本黄色的本子，随后拿起手机并将其贴在耳边（疑似进行通话或听取内容），同时查看手中的黄色本子，似乎在对照或记录相关信息。,视频里的穿白色短袖的男子坐在办公桌前，手持黄色纸张查看，同时用手操作桌面上的物品（如摆弄物件、拿取东西），似乎在对照纸张内容处理相关事务；旁边还有人在使用电脑。
EXP-1 Free/User-2-Jiahe/Task-4/phone-3/output.mp4,视频中的人坐在办公桌前，先查看手中的黄色笔记本，随后拿起手机查看信息，并一边借助手机沟通，一边继续翻阅、对照黄色纸张的内容。,视频中的人坐在办公桌前，先是翻看黄色笔记本，随后拿起手机（似乎在通话），并一边通话一边继续查看、翻阅黄色笔记本，专注于结合手机信息与笔记本内容进行相关操作（如对照、记录等）。,"视频中，一位穿白色短袖的人员坐在办公桌前：  
1. 起初在查看一份黄色的文件/本子；  
2. 随后拿起手机（疑似接听或拨打电话），通话过程中，他一边拿着手机沟通，一边翻动、整理这份黄色文件，似乎在结合文件内容进行交流。  

旁边还有另一位人员在使用电脑。"
EXP-1 Free/User-2-Jiahe/Task-4/phone-4/output.mp4,视频中的人坐在办公桌前，先操作手机，随后接听电话，翻动黄色笔记本，并拿起笔在纸上进行书写的操作。,视频里的人坐在办公桌前，先操作（查看、使用）手机，随后放下手机，拿起笔在**黄色纸张（或笔记本）上书写/记录内容**（期间有翻页、记录的动作）。,视频中的人（穿白色T恤）坐在办公桌前，先是专注查看、操作手机；随后放下手机，拿起笔，在黄色笔记本上书写（或记录内容），期间还调整了笔记本的摆放位置，专注于记录相关内容。
EXP-1 Free/User-2-Jiahe/Task-4/phone-5/output.mp4,视频里的人坐在椅子上，先操作手机，随后将手机举到耳边，片刻后又放下手机。,视频里的人坐在椅子上，先操作手机，随后将手机举到耳边（疑似打电话或接听电话），之后放下手机。,视频中的人坐在椅子上，起初低头专注地操作（查看）手机，随后将手机举到耳边（似在接听或拨打电话），片刻后又放下手机，继续低头查看/操作手机。
EXP-1 Free/User-2-Jiahe/Task-4/phone-6/output.mp4,视频中的人坐在椅子上，拿起手机并将其贴在耳边接听电话。,视频中的人坐在椅子上，拿起手机并将其举到耳边，似乎在进行通话（或接听电话）。,视频中的人坐在椅子上，拿起手机并将其举到耳边，似乎在接听电话或聆听语音内容。
EXP-1 Free/User-2-Jiahe/Task-4/phone-7/output.mp4,视频里的人先手持一张纸，随后走到桌子旁放下纸，接着拿起桌上的手机打电话，通话后将手机放回桌上。,视频中的人先拿着一张纸查看，随后走到桌子旁放下纸张，接着拿起桌上的手机进行通话，通话结束后将手机放回桌子。,视频中的人（站着的）先是手持纸张，走到办公桌旁将纸张放在桌上；随后拿起手机（似乎查看或操作手机）；之后又拿起桌上的纸张，继续查看纸张内容。
EXP-1 Free/User-2-Jiahe/Task-4/phone-8/output.mp4,视频里的人走到桌前，拿起手机并开始打电话，通话过程中还换了一只手握持手机以继续通话。,视频中的人走到桌子旁，拿起桌上的手机，随后开始打电话，通话过程中还调整了拿手机的姿势，持续进行通话。,视频里的人走到办公桌前，拿起桌上的手机，将手机贴近耳边（疑似接听/拨打电话），期间还调整了手机的握持方式，持续进行通话相关操作。
EXP-1 Free/User-2-Jiahe/Task-4/phone-9/output.mp4,视频里的人拿起手机开始打电话，随后在办公室内踱步，持续进行通话。,视频中的人拿起手机，随后开始打电话，通话过程中他有小幅的走动与转身，始终保持着打电话的状态。,视频里的人一边拿着手机打电话，一边在办公室内来回踱步（走动）。
EXP-1 Free/User-2-Jiahe/Task-4/phone-10/output.mp4,视频里的人拿起手机拨打电话，随后一边通话一边在办公室内来回踱步，最后查看手机（疑似结束通话）。,视频中的人先是拿出手机，通过手指操作（疑似拨号或接听）后，将手机举到耳边开始**打电话**；通话过程中，他在房间内来回踱步（走动）；最后，他将手机从耳边取下，似乎结束通话并查看手机。,视频中的人手持手机，在室内来回踱步；期间将手机贴近耳边（疑似通话），之后又低头查看手机，继续移动。
EXP-1 Free/User-2-Jiahe/Task-4/phone-11/output.mp4,视频中的男子先是站立着，随后拿起手机并将其贴近耳边开始通话；通话过程中，他用手调整手机的握持姿势，期间还来回踱步。,视频中的男子在办公室内，**拿起手机并进行通话**（接听或拨打电话）；通话过程中，他**调整手机的位置**（或整理眼镜/面部），保持站立状态并**小幅移动身体**（如转身、调整站姿）。,视频中的人从口袋里取出手机，将手机举至耳边开始通话，通话过程中调整了手机的握持位置以保持通话状态。
EXP-1 Free/User-2-Jiahe/Task-4/phone-12/output.mp4,视频中的人坐在办公桌前，用脸和肩膀夹住手机接听电话。,视频里的人坐在办公桌前，**拿起手机贴到耳边通话**，同时手放在桌上的黄色笔记本（或纸张）附近，似乎一边打电话，一边关注/处理桌上的文件（期间有握笔、轻触纸张的动作，身体姿态随通话过程略有调整）。,视频中的人坐在办公桌前，先是拿起手机贴近耳边（疑似接听或使用手机），接着低头看向桌面上的纸张，并用手在纸上进行操作（可能是书写或查看相关内容）。
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-1/output.mp4,视频里的人坐在椅子上，用手中的白色杯子喝了东西，之后将杯子放置在桌子上。,视频里的人坐在椅子上，双手捧着白色杯子喝了一口，随后将杯子放在旁边的桌子上，身体转向桌子方向。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-2/output.mp4,视频中的人坐在椅子上，用手中的白色杯子喝了一口饮品，随后将杯子放置在桌面上。,视频里的人坐在椅子上，拿起杯子喝了一口，之后将杯子放置在桌面上。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-3/output.mp4,视频里的人坐在椅子上，手持手机的同时端起杯子喝了一口饮品，随后放下杯子。,视频里的人坐在椅子上，手持手机，用杯子喝了一口饮品，之后将杯子放回桌面。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-4/output.mp4,视频中的人坐在椅子上，双手捧起桌上的杯子喝了一口，随后将杯子放回桌面。,视频中的人（一位女生）坐在桌前的椅子上，拿起桌上的杯子喝了一口饮品，之后将杯子放回桌面。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-5/output.mp4,视频中的人坐在椅子上，右手触碰手机，左手拿起桌上的杯子喝了一口水，随后将杯子放回桌面。,视频中的人坐在椅子上，一只手触碰着手机，另一只手拿起桌上的杯子喝了一口水，随后将杯子放回桌面。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-6/output.mp4,视频中的人先将手机放在桌上，接着拿起桌上的杯子喝了一口水，喝完后把杯子放回桌面。,视频里的人坐在椅子上，先将手中的物品（疑似手机）放在桌上，接着拿起桌上的白色杯子喝了一口水，随后放下杯子，最后看向镜头方向。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-7/output.mp4,视频里的人坐在椅子上，双手捧起桌子上的白色杯子，喝了一口。,视频中的人坐在椅子上，拿起桌上的白色杯子，喝了一口杯中的液体。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-8/output.mp4,视频里的人坐在椅子上，单手拿起桌上的杯子喝了水，随后放下杯子。,视频中的人坐在椅子上，**拿起桌上的杯子喝了一口水**，之后将杯子放回桌面。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-9/output.mp4,视频中的人坐在办公椅上，用手中的白色杯子喝了一口饮品。,视频中的人坐在办公椅上，拿起白色杯子喝了一口饮品，随后将杯子移开嘴边。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-10/output.mp4,视频中的人坐在椅子上，手持白色杯子，喝了一口杯中的饮品。,视频里的人坐在椅子上，手持白色杯子，将杯子举到嘴边喝了一口，随后放下杯子。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-11/output.mp4,视频里的人站立着，手持白色杯子，喝了一口饮品后放下杯子。,视频里的女士手持白色杯子，喝了一口杯中的饮品，随后将杯子放下。,
EXP-1 Free/User-3-Xiaozhao/Task-1/drink-12/output.mp4,视频里的人站立着，双手捧着一个白色杯子，将杯子举到嘴边喝了一口，随后放下杯子。,视频里的人拿着一个白色杯子，将杯子举到嘴边喝了一口，随后放下杯子。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-1/output.mp4,视频中的女生坐在办公桌前，手持笔在纸上书写。,视频中的女生坐在办公桌前，正拿着笔在纸上书写（或记录内容）。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-2/output.mp4,视频里的人坐在办公桌前的椅子上，低头用笔画写桌上的纸张，专注于书写相关的工作。,视频中的人坐在办公桌前，手持笔，专注地在纸上进行书写（或记录）工作。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-3/output.mp4,视频中的人坐在办公桌前的椅子上，低头专注地在纸上书写。,视频中的人坐在办公桌前，低头专注地在纸上写字（或做记录）。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-4/output.mp4,视频中的人坐在办公桌前的椅子上，手持笔在黄色的笔记本上专注地书写。,视频中的人坐在办公桌前，手持笔在黄色的本子上进行书写（记录）。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-5/output.mp4,视频里的人坐在办公桌前，拿着笔在纸上进行书写。,视频中的人（一位女性）坐在办公桌前，专注地在纸上进行书写（或记录）工作，她低头看着纸张，手持笔进行书写操作，周围是摆放着箱子、电脑等物品的办公环境。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-6/output.mp4,视频中的人坐在办公桌前，随后拿起笔在黄色笔记本上书写，期间曾托腮思考，持续进行书写相关的工作。,视频中的女生坐在办公桌前，先放下手中物品，随后拿起笔，托着下巴在黄色纸张上进行书写（或记录）。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-7/output.mp4,视频里的人坐在椅子上，在腿上的笔记本上写字，之后停下笔，抬头看向镜头方向。,视频中的人坐在椅子上，将笔记本放在腿上，手持笔在笔记本上书写记录，之后停下笔。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-8/output.mp4,视频中的人坐在椅子上，腿上放着一本笔记本，她正拿着笔在笔记本上书写。,视频里的人坐在椅子上，在腿上的笔记本上写字（或进行书写、记录相关的操作）。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-9/output.mp4,视频中的人坐在办公椅上，手持笔记本和笔，专注地在笔记本上书写，之后抬头看向镜头。,视频中的人坐在办公椅上，手持笔专注地在笔记本上书写（记录内容），之后抬头看向镜头（拍摄者）方向。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-10/output.mp4,视频中的人坐在办公桌前的椅子上，起初专注地在笔记本上书写，随后抬头看向镜头。,视频中的人坐在办公桌前的椅子上，起初专注地在黄色笔记本上书写记录，之后抬头看向镜头（拍摄者）。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-11/output.mp4,视频中的女生坐在办公桌前，手持笔专注地在纸上书写。,视频中的女士坐在办公桌前，手持笔在纸张（或笔记本）上**书写**，专注地进行文字记录（或填写资料、做笔记等）工作。,
EXP-1 Free/User-3-Xiaozhao/Task-2/writing-12/output.mp4,视频中的人站着，手持笔记本和笔，低头专注地在笔记本上写字。,视频里的人站在办公室内，手持笔记本和笔，专注地在笔记本上进行书写（或记录内容）的操作。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-1/output.mp4,视频中的人坐在办公桌前的椅子上，拿起一副白色耳机，将其佩戴在头上并调整位置。,视频中的女士坐在办公椅上，拿起桌上的白色头戴式耳机，将其佩戴在头上并调整位置。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-2/output.mp4,视频中的女生坐在椅子上，双手拿起耳机并戴在头上，随后摘下耳机。,视频中的女生坐在椅子上，拿起耳机并戴在头上，调整了耳机的位置，之后似乎又抬手准备进一步调整或摘下耳机。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-3/output.mp4,视频里的人坐在椅子上，拿起耳机并戴在头上，随后调整了耳机的位置。,视频里的人（一位女性）坐在椅子上，拿起耳机并将其戴在头上，调整耳机位置后，双手放在腿上。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-4/output.mp4,视频里的人坐在椅子上，将手中的耳机戴到头上并调整好。,视频里的女生坐在椅子上，将手中的白色耳机戴到头上并调整好，之后双手放在腿上。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-5/output.mp4,视频中的女子坐在椅子上，拿起头戴式耳机并将其戴在头上，调整耳机位置后，又将耳机取下。,视频中的女生坐在椅子上，从桌上拿起耳机戴在头上（尝试佩戴/试听），稍作停留后取下耳机并放回桌面。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-6/output.mp4,视频中的女生坐在椅子上，从桌上拿起耳机，将耳机贴近单侧耳朵（似在试听或检查）。,视频中的女生坐在办公桌前的椅子上，从桌上拿起一副白色耳机，将耳机举到耳边（似乎是尝试试听或查看耳机），随后又将耳机拿离耳边。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-7/output.mp4,视频里的女生坐在椅子上，将原本挂在脖子上的耳机拿起并戴到头上，之后又取下耳机。,视频里的女性坐在椅子上，将原本挂在脖子上的白色耳机戴到头上，调整耳机位置后，又将耳机取下（或试戴后取下）。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-8/output.mp4,视频里的人坐在椅子上，将手中的白色耳机戴到头上，随后双手置于腿上。,视频中的人（一位女生）坐在椅子上，将手中的白色耳机戴到了头上，之后双手放在腿上。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-9/output.mp4,视频中的女生坐在椅子上，将手中的白色头戴式耳机戴在头上，并随着节奏摆动。,视频中的女生坐在椅子上，将手中的白色头戴式耳机戴到头上，随后调整耳机的位置，似乎在试戴或聆听耳机。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-10/output.mp4,视频里的人站立着，将耳机戴到头上，调整耳机位置后身体轻微晃动（似随节奏摆动），面带微笑，随后取下耳机。,视频里的人将耳机戴在头上，轻轻跳动（或弯曲腿部）并露出笑容，之后取下了耳机。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-11/output.mp4,视频里的人站立着，将手中的白色耳机戴在了头上，并调整耳机的位置。,视频中的人将手中的白色耳机戴到了头上，似乎在调整耳机的佩戴位置。,
EXP-1 Free/User-3-Xiaozhao/Task-3/listening-12/output.mp4,视频里的人站立着，先将耳机戴在头上，随后转身，接着取下了耳机。,视频中的女性在办公室内，先是戴上（调整）白色头戴式耳机，随后转身，接着将耳机取下。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-1/output.mp4,视频中的女生坐在椅子上，手持手机，先对着手机说话，随后将手机贴近耳边，之后又将手机拿离耳边。,视频中的人坐在椅子上，手持手机，先是将手机朝向镜头，随后把手机贴近耳边（模拟接听电话的动作），之后又将手机拿离耳边。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-2/output.mp4,视频中的人先伸手拿起桌子上的手机，将其举到耳边打电话，随后放下该物品，最后离开画面。,视频中的人先站在房间内，随后伸手拿起桌子上的红色物品（疑似手机）举到耳边模仿打电话，接着放下该物品，最后走出画面。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-3/output.mp4,视频中的人从桌上拿起手机，查看后将手机贴近耳边通话，随后又把手机放回了桌面。,视频中的人从桌上拿起手机，查看（或短暂操作）手机后，又将手机放回了桌上。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-4/output.mp4,视频中的人拿起手机，将其贴近耳边打电话，期间双臂交叉，还在原地来回踱步。,视频中的人从桌上拿起手机，将其举到耳边开始打电话，通话过程中她在室内来回踱步，同时将一只手臂交叉在身前，似乎在专注地进行通话或思考。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-5/output.mp4,视频中的人先是将手机搭在左肩上、手臂交叉站立，随后取下手机，用手指操作手机屏幕，之后又将手机举至耳边。,视频中的人先是取下放在肩上的手机，随后操作手机屏幕，接着将手机举到耳边（似乎在通话），并交叉手臂。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-6/output.mp4,视频中的人从桌上拿起手机，操作手机后，将手机贴到耳边，似乎在进行通话。,视频中的人从桌上拿起手机，操作手机后，将手机举到耳边，似乎在打电话。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-7/output.mp4,视频里的人站在办公室环境中，先操作手机（如点击屏幕、拨号等），随后将手机举到耳边模拟打电话；之后再次查看手机，又重复把手机举到耳边的打电话动作。,视频中的人在办公室内，手持手机进行操作（如拨号、查看信息等），随后将手机贴近耳边**通话**，通话过程中面带笑容，之后放下手机，似乎结束了通话或继续查看手机内容。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-8/output.mp4,视频中的女子站在办公室内，先是抬起右手的电话手表，然后接听电话。,视频中的女子身处办公室内，她先抬起右臂，用左手辅助调整衣袖；接着将右手举至耳边附近（似整理头发或挠头），随后放下手臂，期间似乎在与人交流（说话）。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-9/output.mp4,视频里的人从桌子上拿起手机查看，之后将手机放回桌面。,视频中的人（一位女性）从桌上拿起手机查看，随后将手机放回桌面，过程中还开口说话。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-10/output.mp4,视频中的人先坐在桌前在笔记本上写字，随后停下笔，拿起桌上的手机并将其贴近耳边接听，之后又将手机放回桌面。,视频里的人先坐在办公桌前的笔记本上写字，随后拿起桌上的手机接听（或拨打）电话，通话后将手机放回桌面。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-11/output.mp4,视频里的人坐在椅子上，将手机举至耳边打电话。,视频里的人坐在椅子上，将手机举到耳边（似乎在打电话），同时手中握着笔，身处办公环境中，看起来像是在边通话边准备记录或处理相关事务。,
EXP-1 Free/User-3-Xiaozhao/Task-4/phone-12/output.mp4,视频中的人坐在椅子上，先将手机贴在耳边打电话，接着拿起桌上的杯子喝了一口，随后放下杯子。,视频中的人坐在椅子上，先将手机举到耳边（似在通话），接着伸手拿起桌上的杯子喝了一口水，随后放下杯子。,
